药物1,药物2,相互作用类型,详细描述
ranolazine,lonafarnib,药效减弱,The metabolism of Ranolazine can be decreased when combined with Lonafarnib.
ranolazine,NSC756696,药效减弱,The metabolism of Clindamycin can be decreased when combined with Ranolazine.
ranolazine,INCB28060,药效增强,The serum concentration of Capmatinib can be increased when it is combined with Ranolazine.
sulfisoxazole,methotrexate,药效增强,The protein binding of Methotrexate can be increased when combined with Sulfisoxazole.
sulfisoxazole,norfloxacin,药效增强,The therapeutic efficacy of Sulfisoxazole can be increased when used in combination with Norfloxacin.
sulfisoxazole,metolazone,药效减弱,The therapeutic efficacy of Sulfisoxazole can be decreased when used in combination with Metolazone.
sulfisoxazole,indapamide,药效减弱,The therapeutic efficacy of Sulfisoxazole can be decreased when used in combination with Indapamide.
sulfisoxazole,everolimus,药效减弱,The therapeutic efficacy of Sulfisoxazole can be decreased when used in combination with Everolimus.
sulfisoxazole,cyproterone acetate,药效减弱,The therapeutic efficacy of Sulfisoxazole can be decreased when used in combination with Cyproterone acetate.
sulfisoxazole,temsirolimus,药效减弱,The therapeutic efficacy of Sulfisoxazole can be decreased when used in combination with Temsirolimus.
sulfisoxazole,oxandrolone,药效增强,Oxandrolone may increase the hypoglycemic activities of Sulfisoxazole.
sulfisoxazole,NTPP,药效增强,Nandrolone phenpropionate may increase the hypoglycemic activities of Sulfisoxazole.
sulfisoxazole,stanozolol,药效增强,Stanozolol may increase the hypoglycemic activities of Sulfisoxazole.
sulfisoxazole,toremifene,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Toremifene.
sulfisoxazole,bepridil,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Bepridil.
sulfisoxazole,depsipeptide,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Romidepsin.
sulfisoxazole,5-fluorouracil,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Fluorouracil.
sulfisoxazole,adenosine,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Adenosine.
sulfisoxazole,roxithromycin,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Roxithromycin.
sulfisoxazole,ondansetron,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Ondansetron.
sulfisoxazole,telithromycin,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Telithromycin.
sulfisoxazole,clarithromycin,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Clarithromycin.
sulfisoxazole,pazopanib,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Pazopanib.
sulfisoxazole,panobinostat,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Panobinostat.
sulfisoxazole,crizotinib,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Crizotinib.
sulfisoxazole,ceritinib,药效减弱,The therapeutic efficacy of Sulfisoxazole can be decreased when used in combination with Ceritinib.
sulfisoxazole,lenvatinib,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with Lenvatinib.
sulfisoxazole,CUDC-101,药效增强,The risk or severity of QTc prolongation can be increased when Sulfisoxazole is combined with CUDC-101.
sulfisoxazole,lamotrigine,药效增强,The risk or severity of QTc prolongation can be increased when Lamotrigine is combined with Sulfisoxazole.
sulfisoxazole,disulfiram,药效增强,The risk or severity of QTc prolongation can be increased when Disulfiram is combined with Sulfisoxazole.
sulfisoxazole,aripiprazole,药效减弱,The therapeutic efficacy of Sulfisoxazole can be decreased when used in combination with Aripiprazole.
sulfisoxazole,dabrafenib,药效减弱,The metabolism of Dabrafenib can be decreased when combined with Sulfisoxazole.
sulfisoxazole,linezolid,药效增强,Linezolid may increase the hypoglycemic activities of Sulfisoxazole.
sulfisoxazole,sunitinib malate,药效增强,The risk or severity of hypoglycemia can be increased when Sulfisoxazole is combined with Sunitinib.
sulfisoxazole,dichlorphenamide,药效增强,The therapeutic efficacy of Sulfisoxazole can be increased when used in combination with Diclofenamide.
sulfisoxazole,sulfaphenazole,药效增强,The therapeutic efficacy of Sulfisoxazole can be increased when used in combination with Sulfaphenazole.
sulfisoxazole,Supramid,药效增强,The therapeutic efficacy of Sulfisoxazole can be increased when used in combination with Sulfameter.
sulfisoxazole,zafirlukast,药效减弱,The metabolism of Zafirlukast can be decreased when combined with Sulfisoxazole.
sulfisoxazole,etodolac,药效减弱,The metabolism of Etodolac can be decreased when combined with Sulfisoxazole.
sulfisoxazole,vicriviroc,药效减弱,The metabolism of Vicriviroc can be decreased when combined with Sulfisoxazole.
sulfisoxazole,niclosamide,药效减弱,The metabolism of Niclosamide can be decreased when combined with Sulfisoxazole.
sulfisoxazole,enzalutamide,药效减弱,The metabolism of Enzalutamide can be decreased when combined with Sulfisoxazole.
sulfisoxazole,istradefylline,药效减弱,The metabolism of Istradefylline can be decreased when combined with Sulfisoxazole.
sulfisoxazole,sertraline,药效增强,The risk or severity of hypoglycemia can be increased when Sertraline is combined with Sulfisoxazole.
sulfisoxazole,cabozantinib,药效减弱,The metabolism of Cabozantinib can be decreased when combined with Sulfisoxazole.
sulfisoxazole,dacomitinib,药效减弱,The metabolism of Dacomitinib can be decreased when combined with Sulfisoxazole.
sulfisoxazole,vinpocetine,药效增强,The risk or severity of hypoglycemia can be increased when Vinpocetine is combined with Sulfisoxazole.
sulfisoxazole,caroverine,药效增强,The risk or severity of hypoglycemia can be increased when Caroverine is combined with Sulfisoxazole.
sulfisoxazole,aspirin,药效增强,The risk or severity of hypoglycemia can be increased when Acetylsalicylic acid is combined with Sulfisoxazole.
sulfisoxazole,carvedilol,药效增强,The therapeutic efficacy of Sulfisoxazole can be increased when used in combination with Carvedilol.
sulfisoxazole,betamethasone dipropionate,药效增强,The risk or severity of hyperglycemia can be increased when Betamethasone is combined with Sulfisoxazole.
sulfisoxazole,triamcinolone acetonide,药效增强,The risk or severity of hyperglycemia can be increased when Triamcinolone is combined with Sulfisoxazole.
sulfisoxazole,prednisone,药效增强,The risk or severity of hyperglycemia can be increased when Prednisone is combined with Sulfisoxazole.
sulfisoxazole,methylprednisolone,药效增强,The risk or severity of hyperglycemia can be increased when Methylprednisolone is combined with Sulfisoxazole.
sulfisoxazole,dexamethasone,药效增强,The risk or severity of hyperglycemia can be increased when Dexamethasone is combined with Sulfisoxazole.
sulfisoxazole,cortisone acetate,药效增强,The risk or severity of hyperglycemia can be increased when Cortisone acetate is combined with Sulfisoxazole.
sulfisoxazole,meprednisone,药效增强,The risk or severity of hyperglycemia can be increased when Meprednisone is combined with Sulfisoxazole.
sulfisoxazole,deflazacort,药效增强,The risk or severity of hyperglycemia can be increased when Deflazacort is combined with Sulfisoxazole.
sulfisoxazole,mometasone furoate,药效增强,The risk or severity of hyperglycemia can be increased when Mometasone furoate is combined with Sulfisoxazole.
sulfisoxazole,fluticasone propionate,药效增强,The risk or severity of hyperglycemia can be increased when Fluticasone propionate is combined with Sulfisoxazole.
sulfisoxazole,clobetasol propionate,药效增强,The risk or severity of hyperglycemia can be increased when Clobetasol propionate is combined with Sulfisoxazole.
sulfisoxazole,fluocinonide,药效增强,The risk or severity of hyperglycemia can be increased when Fluocinonide is combined with Sulfisoxazole.
sulfisoxazole,desonide,药效增强,The risk or severity of hyperglycemia can be increased when Desonide is combined with Sulfisoxazole.
